name,number,gender
Alexia,15,1
Amara,15,1
Amarins,15,1
Berfin,15,1
Caitlynn,15,1
Cindy,15,1
Clara,15,1
Dagmar,15,1
Danae,15,1
Diya,15,1
Eloise,15,1
Fajèn,15,1
Fayenna,15,1
Firdaous,15,1
Frédérique,15,1
Gabriela,15,1
Geertruida,15,1
Gerda,15,1
Hadassa,15,1
Ida,15,1
Jiska,15,1
Joni,15,1
Kaoutar,15,1
Kimberly,15,1
Liese,15,1
Madee,15,1
Marianne,15,1
Marijn,15,1
Maura,15,1
Maureen,15,1
Melanie,15,1
Melina,15,1
Meysa,15,1
Mijntje,15,1
Milana,15,1
Nathalie,15,1
Noë,15,1
Noëmi,15,1
Philippa,15,1
Pia,15,1
Ravza,15,1
Rianne,15,1
Rifka,15,1
Rosan,15,1
Ruth,15,1
Sabrina,15,1
Safia,15,1
Sandra,15,1
Savannah,15,1
Shania,15,1
Simone,15,1
Skyler,15,1
Trijntje,15,1
Vere,15,1
Vive,15,1
Aeden,14,0
Alain,14,0
Barend,14,0
Cees,14,0
Devano,14,0
Dez,14,0
Donny,14,0
Eliano,14,0
Fabio,14,0
Faris,14,0
Fons,14,0
Hans,14,0
Jabir,14,0
Jaden,14,0
Jaro,14,0
Jibbe,14,0
Joel,14,0
Johnny,14,0
Jos,14,0
Juan,14,0
Julien,14,0
Jurian,14,0
Kalle,14,0
Karim,14,0
Maes,14,0
Markus,14,0
Marwan,14,0
Mas,14,0
Mattias,14,0
Melih,14,0
Memphis,14,0
Mozes,14,0
Nouh,14,0
Olav,14,0
Osman,14,0
Pablo,14,0
Quincy,14,0
Ramses,14,0
Raphaël,14,0
Rida,14,0
Riff,14,0
Rocco,14,0
Ronin,14,0
Sietse,14,0
Simeon,14,0
Sion,14,0
Thijme,14,0
Tony,14,0
Wassim,14,0
Waylon,14,0
Wiktor,14,0
Zayn,14,0
Zion,14,0
Alysha,14,1
Anne-Sophie,14,1
Beyza,14,1
Danie,14,1
Do,14,1
Elaine,14,1
Elke,14,1
Elmira,14,1
Else,14,1
Elza,14,1
Emi,14,1
Froukje,14,1
Fréderique,14,1
Genesis,14,1
Hiranur,14,1
Inez,14,1
Janine,14,1
Jesslyn,14,1
Jule,14,1
Juliët,14,1
Kaitlyn,14,1
Kaja,14,1
Kristel,14,1
Lien,14,1
Lilian,14,1
Lindsay,14,1
Magdalena,14,1
Margaretha,14,1
Marin,14,1
Martha,14,1
Mees,14,1
Myra,14,1
Nihal,14,1
Pomme,14,1
Saartje,14,1
Sabrine,14,1
Sadie,14,1
Serra,14,1
Susan,14,1
Vajen,14,1
Veere,14,1
Vita,14,1
Yente,14,1
Zainab,14,1
Zarah,14,1
Zola,14,1
Adem,13,0
Andrew,13,0
Antoine,13,0
Armaan,13,0
Art,13,0
Avery,13,0
Carlos,13,0
Connor,13,0
Derk,13,0
Djay,13,0
Edward,13,0
Elia,13,0
Emilio,13,0
Farhan,13,0
Feike,13,0
Fernando,13,0
Ferron,13,0
Giuliano,13,0
Gyan,13,0
Huib,13,0
Idris,13,0
Ilan,13,0
Ilya,13,0
Jaivy,13,0
Jarne,13,0
Javi,13,0
Jaxon,13,0
Jayvi,13,0
Josiah,13,0
Jurjen,13,0
Kamil,13,0
Lenny,13,0
Mario,13,0
Marouane,13,0
Mikołaj,13,0
Nathanael,13,0
Ouassim,13,0
Poyraz,13,0
Puck,13,0
Quentin,13,0
Rafi,13,0
Remi,13,0
Richard,13,0
River,13,0
Romeo,13,0
Rune,13,0
Semm,13,0
Sill,13,0
Thor,13,0
Zaid,13,0
Aliya,13,1
Amaya,13,1
Anaïs,13,1
Anniek,13,1
Antonina,13,1
Ayah,13,1
Ayse,13,1
Billie,13,1
Daimy,13,1
Daria,13,1
Delilah,13,1
Dikra,13,1
Djennah,13,1
Doortje,13,1
Elianne,13,1
Elyse,13,1
Fayènn,13,1
Felicity,13,1
Filippa,13,1
Hendrikje,13,1
Ilvy,13,1
Indi,13,1
Jady,13,1
Jaimy,13,1
Jannie,13,1
Lene,13,1
Lia,13,1
Liana,13,1
Lidewij,13,1
Liss,13,1
Liya,13,1
Luciana,13,1
Mandy,13,1
Marissa,13,1
May,13,1
Mika,13,1
Rosalinde,13,1
Sana,13,1
Sare,13,1
Tiffany,13,1
Wieke,13,1
Yasmijn,13,1
Ylva,13,1
Yusra,13,1
Zaineb,13,1
Aarush,12,0
Alper,12,0
André,12,0
Anthonie,12,0
Arjan,12,0
Aydin,12,0
Camiel,12,0
Cihan,12,0
Denis,12,0
Eduard,12,0
Eliah,12,0
Franciscus,12,0
Franciszek,12,0
Gilles,12,0
Ishaq,12,0
Jits,12,0
Jitse,12,0
Jorik,12,0
Karsten,12,0
Marlon,12,0
Marvin,12,0
Milad,12,0
Miquel,12,0
Myron,12,0
Nico,12,0
Nikodem,12,0
Noa,12,0
Puk,12,0
Ray,12,0
Rhys,12,0
Ruud,12,0
Savi,12,0
Sijmen,12,0
Soufiane,12,0
Syb,12,0
Sybren,12,0
Vin,12,0
Walter,12,0
Wieger,12,0
Yorick,12,0
Youp,12,0
Zeger,12,0
Alara,12,1
Angie,12,1
Annefleur,12,1
Beaudine,12,1
Berber,12,1
Carolina,12,1
Cathelijne,12,1
Cecilia,12,1
Djuna,12,1
Esmé,12,1
Eve,12,1
Flo,12,1
Gaia,12,1
Hazel,12,1
Ivana,12,1
Jacey,12,1
Jaliyah,12,1
Jamila,12,1
Jazz-Lynn,12,1
Jaël,12,1
Jeslynn,12,1
Jodi,12,1
Joline,12,1
Joya,12,1
Koosje,12,1
Lili,12,1
Lilou,12,1
Loulou,12,1
Luka,12,1
Macey,12,1
Madeleine,12,1
Malou,12,1
Margot,12,1
Marijke,12,1
Maudi,12,1
Maysae,12,1
Meryam,12,1
Miya,12,1
Nele,12,1
Nicola,12,1
Renée,12,1
Rosah,12,1
Rosaly,12,1
Sabine,12,1
Sacha,12,1
Sinne,12,1
Suzanna,12,1
Viviënne,12,1
Zoé,12,1
Ace,11,0
Achraf,11,0
Adil,11,0
Ahmad,11,0
Albertus,11,0
Ammar,11,0
Arjun,11,0
Arnoud,11,0
Azad,11,0
Bobbie,11,0
Bobby,11,0
Boele,11,0
Bryce,11,0
Cayden,11,0
Charles,11,0
Damien,11,0
Darryl,11,0
Dilan,11,0
Djano,11,0
Djim,11,0
Donovan,11,0
Edin,11,0
Elian,11,0
Elliot,11,0
Finnley,11,0
Floyd,11,0
Frederick,11,0
Furkan,11,0
Gianluca,11,0
Herman,11,0
Hubert,11,0
Ismaël,11,0
Iven,11,0
Jacco,11,0
Jaycen,11,0
Jelani,11,0
Jenoah,11,0
Jermain,11,0
Jidde,11,0
Joaquin,11,0
Junayd,11,0
Justus,11,0
Kaye,11,0
Kieran,11,0
Koos,11,0
Kyran,11,0
Lodewijk,11,0
Loïc,11,0
Luan,11,0
Léon,11,0
Mack,11,0
Maksymilian,11,0
Mano,11,0
Mattia,11,0
Maximiliaan,11,0
Maxx,11,0
Mikay,11,0
Mitchel,11,0
Nordin,11,0
Novan,11,0
Raoul,11,0
Reinder,11,0
Roald,11,0
Rover,11,0
Rüzgar,11,0
Salih,11,0
Sascha,11,0
Sol,11,0
Stach,11,0
Stephan,11,0
Sylvano,11,0
Tarik,11,0
Thorsten,11,0
Thymen,11,0
Tijme,11,0
Torre,11,0
Tymon,11,0
Ward,11,0
Yoeri,11,0
Zinedine,11,0
Aimy,11,1
Alba,11,1
Almina,11,1
Andrea,11,1
Annabella,11,1
Anne-Fleur,11,1
Anneke,11,1
Annie,11,1
Antje,11,1
Ariane,11,1
Arya,11,1
Asmae,11,1
Audrey,11,1
Babs,11,1
Betül,11,1
Bianca,11,1
Bowie,11,1
Caithlynn,11,1
Caroline,11,1
Chantal,11,1
Dounya,11,1
Eefke,11,1
Elana,11,1
Elanur,11,1
Elinn,11,1
Elis,11,1
Emine,11,1
Esmeralda,11,1
Estelle,11,1
Evelyn,11,1
Evita,11,1
Fatoumata,11,1
Felina,11,1
Fie,11,1
Frida,11,1
Hana,11,1
Hazal,11,1
Ikra,11,1
Insaf,11,1
Intissar,11,1
Jaeda,11,1
Jannat,11,1
Jaylynn,11,1
Jess,11,1
Jillian,11,1
Jody,11,1
Kensi,11,1
Kyana,11,1
Laurien,11,1
Leonore,11,1
Lilia,11,1
Lott,11,1
Maelynn,11,1
Maike,11,1
Marlie,11,1
Marlies,11,1
Matilda,11,1
Meagan,11,1
Melis,11,1
Mikaela,11,1
Milla,11,1
Minthe,11,1
Nanne,11,1
Naomy,11,1
Naya,11,1
Nikky,11,1
Noura,11,1
Omayra,11,1
Oumaima,11,1
Pauline,11,1
Robbin,11,1
Romijn,11,1
Rosalina,11,1
Rowena,11,1
Sahar,11,1
Sammy,11,1
Sarina,11,1
Sascha,11,1
Scarlett,11,1
Selen,11,1
Sinem,11,1
Sky,11,1
Sue,11,1
Sylke,11,1
Sümeyye,11,1
Tesse,11,1
Viktoria,11,1
Yağmur,11,1
Ylana,11,1
Abdurrahman,10,0
Alessandro,10,0
Alperen,10,0
Anwar,10,0
Aram,10,0
Arwin,10,0
Binck,10,0
Bjarne,10,0
Bowe,10,0
Bowie,10,0
Can,10,0
Christiano,10,0
Ché,10,0
Dawud,10,0
Daylano,10,0
Daymian,10,0
Deacon,10,0
Demir,10,0
Denley,10,0
Denn,10,0
Diaz,10,0
Diederik,10,0
Diem,10,0
Elay,10,0
Erdem,10,0
Fenn,10,0
Flinn,10,0
Giano,10,0
Hermanus,10,0
Iker,10,0
Isa,10,0
Jaxx,10,0
Jay-Jay,10,0
Jean,10,0
Jeftha,10,0
Jermaine,10,0
Jippe,10,0
Joaquim,10,0
Junaid,10,0
Kajetan,10,0
Karst,10,0
Kiran,10,0
Kymani,10,0
Linus,10,0
Lux,10,0
Marko,10,0
Maurice,10,0
Mikey,10,0
Moesa,10,0
Nikay,10,0
Onno,10,0
Per,10,0
Raaf,10,0
Renzo,10,0
Rinse,10,0
Santiago,10,0
Silvano,10,0
Sirac,10,0
Stanley,10,0
Süleyman,10,0
Theodorus,10,0
Tuğra,10,0
Wilhelmus,10,0
Wytze,10,0
Yessin,10,0
Zef,10,0
Ziyad,10,0
Alae,10,1
Alexis,10,1
Amana,10,1
Amine,10,1
Amirah,10,1
Anne-Lynn,10,1
Aryana,10,1
Aurelia,10,1
Ayana,10,1
Aysima,10,1
Aïsha,10,1
Bliss,10,1
Bodine,10,1
Charley,10,1
Christine,10,1
Destiney,10,1
Eda,10,1
Edith,10,1
Eflin,10,1
Eleanora,10,1
Eleysa,10,1
Elisha,10,1
Ellis,10,1
Emme,10,1
Emmely,10,1
Fae,10,1
Franka,10,1
Gemma,10,1
Gioya,10,1
Hannelore,10,1
Hilal,10,1
Hind,10,1
Iman,10,1
Inayah,10,1
Irene,10,1
Izabel,10,1
Jannah,10,1
Jazlyn,10,1
Jeanne,10,1
Jelena,10,1
Jenny,10,1
Jildau,10,1
Kiek,10,1
Klara,10,1
Lin,10,1
Lonne,10,1
Lonneke,10,1
Luus,10,1
Luz,10,1
Mackenzie,10,1
Manouk,10,1
Marleen,10,1
Mary,10,1
Merve,10,1
Mint,10,1
Miriam,10,1
Mirjam,10,1
Mylène,10,1
Nayeli,10,1
Nicky,10,1
Nyla,10,1
Penelope,10,1
Pom,10,1
Ranya,10,1
Rebekka,10,1
Reeva,10,1
Reina,10,1
River,10,1
Rodayna,10,1
Rümeysa,10,1
Samar,10,1
Samira,10,1
Sansa,10,1
Saskia,10,1
Selah,10,1
Shirley,10,1
Sylvia,10,1
Tamar,10,1
Teddie,10,1
Teddy,10,1
Vanity,10,1
Vida,10,1
Yael,10,1
Yentl,10,1
Youssra,10,1
Abderrahman,9,0
Antonie,9,0
Arif,9,0
Arush,9,0
August,9,0
Bekir,9,0
Bernard,9,0
Bor,9,0
Brenn,9,0
Bruun,9,0
Cédric,9,0
Dailey,9,0
Dane,9,0
Declan,9,0
Devi,9,0
Dien,9,0
Djairo,9,0
Djaylano,9,0
Djazz,9,0
Eise,9,0
Emiel,9,0
Emil,9,0
Emran,9,0
Ewout,9,0
Fedor,9,0
Ferry,9,0
Flint,9,0
Florijn,9,0
Given,9,0
Hassan,9,0
Herre,9,0
Jahnoah,9,0
Jayant,9,0
Jethro,9,0
Joaz,9,0
Johannis,9,0
Jorre,9,0
Jun,9,0
Junior,9,0
Jurgen,9,0
Keyan,9,0
Keyano,9,0
Kyen,9,0
Lambertus,9,0
Lionel,9,0
Machiel,9,0
Maddox,9,0
Mahdi,9,0
Manoah,9,0
Mateusz,9,0
Mikael,9,0
Misha,9,0
Nanne,9,0
Nathaniël,9,0
Nik,9,0
Noel,9,0
Ot,9,0
Paulus,9,0
Raven,9,0
Rayaan,9,0
Rayhan,9,0
Reno,9,0
Ridwan,9,0
Rink,9,0
Rodin,9,0
Sabri,9,0
Safwan,9,0
Santino,9,0
Sen,9,0
Seph,9,0
Silvester,9,0
Skylar,9,0
Steef,9,0
Steff,9,0
Steffen,9,0
Sulaiman,9,0
Suleyman,9,0
Sytze,9,0
Szymon,9,0
Tobi,9,0
Tommie,9,0
Tyrese,9,0
Valerio,9,0
Vinnie,9,0
Vos,9,0
Wael,9,0
Wim,9,0
Yvan,9,0
Aaf,9,1
Abbygail,9,1
Alia,9,1
Alie,9,1
Aurélie,9,1
Avery,9,1
Berra,9,1
Cattleya,9,1
Ceyla,9,1
Claudia,9,1
Dania,9,1
Daniella,9,1
Danée,9,1
Dewy,9,1
Dianne,9,1
Didi,9,1
Eleonore,9,1
Elien,9,1
Ellemijn,9,1
Elze,9,1
Emmie,9,1
Erin,9,1
Esmae,9,1
Esmeé,9,1
Filou,9,1
Flora,9,1
Gwenn,9,1
Hadewych,9,1
Halima,9,1
Heleen,9,1
Hester,9,1
Houda,9,1
Ikram,9,1
Ilona,9,1
Ilsa,9,1
Ineke,9,1
Isha,9,1
Jaidy,9,1
Jalou,9,1
Jaya,9,1
Jaydi,9,1
Jeske,9,1
Jiya,9,1
Joan,9,1
Jonna,9,1
Josie,9,1
Kaatje,9,1
Kailyn,9,1
Kayley,9,1
Keira,9,1
Kristina,9,1
Layanah,9,1
Lenka,9,1
Lenna,9,1
Leya,9,1
Lieva,9,1
Line,9,1
Livy,9,1
Lora,9,1
Lysanne,9,1
Madison,9,1
Magali,9,1
Mathilda,9,1
Medina,9,1
Melike,9,1
Nourain,9,1
Petra,9,1
Rivka,9,1
Rosalin,9,1
Rosalyn,9,1
Rosanna,9,1
Sabrin,9,1
Sari,9,1
Shriya,9,1
Sofía,9,1
Sude,9,1
Talia,9,1
Talitha,9,1
Tamara,9,1
Valeria,9,1
Vayenn,9,1
Weronika,9,1
Yvonne,9,1
Zaynab,9,1
Zoëy,9,1
Adnan,8,0
Antony,8,0
Arvid,8,0
Batu,8,0
Batuhan,8,0
Bert,8,0
Borre,8,0
Brody,8,0
Bünyamin,8,0
Carsten,8,0
Chevano,8,0
Daeley,8,0
Demy,8,0
Deon,8,0
Derek,8,0
Destan,8,0
Dinant,8,0
Djaylen,8,0
Dominique,8,0
Duke,8,0
Dyano,8,0
Ediz,8,0
Edwin,8,0
Ege,8,0
Erfan,8,0
Etienne,8,0
Ewan,8,0
Eyüp,8,0
Fer,8,0
Ferren,8,0
Ferris,8,0
Fijs,8,0
Floran,8,0
Florentijn,8,0
Francesco,8,0
Francisco,8,0
Frits,8,0
Georgios,8,0
Gert,8,0
Gijsbertus,8,0
Giovanny,8,0
Gregory,8,0
Gus,8,0
Güney,8,0
Hao,8,0
Harun,8,0
Henri,8,0
Hudayfa,8,0
Ismaïl,8,0
Jaime,8,0
Jamal,8,0
Jamy,8,0
Javey,8,0
Jayceon,8,0
Jenairo,8,0
Jente,8,0
Jessie,8,0
Joren,8,0
Jurriaan,8,0
Jurrian,8,0
Kaleb,8,0
Kaylen,8,0
Keanu,8,0
Kobus,8,0
Kuba,8,0
Kyle,8,0
Lesley,8,0
Liyam,8,0
Luqman,8,0
Marciano,8,0
Mase,8,0
Matin,8,0
Matisse,8,0
Mayron,8,0
Mete,8,0
Mischa,8,0
Moritz,8,0
Murat,8,0
Nadim,8,0
Nataniel,8,0
Neil,8,0
Nilo,8,0
Nizar,8,0
Nox,8,0
Noé,8,0
Peer,8,0
Piotr,8,0
Quirijn,8,0
Ramy,8,0
Reijer,8,0
Rishaan,8,0
Rishano,8,0
Robbe,8,0
Roberto,8,0
Rowin,8,0
Sacha,8,0
Saifeddine,8,0
Samy,8,0
Semi,8,0
Shayne,8,0
Siemen,8,0
Sonny,8,0
Souhail,8,0
Soulaiman,8,0
Sybe,8,0
Sydney,8,0
Teus,8,0
Theo,8,0
Tjeerd,8,0
Tjerk,8,0
Tjeu,8,0
Tyrone,8,0
Vico,8,0
Vinny,8,0
Vito,8,0
Wander,8,0
Wisse,8,0
Yanoah,8,0
Yash,8,0
Yasir,8,0
Yoshua,8,0
Zain,8,0
Ziggy,8,0
Aafje,8,1
Aivey,8,1
Alexa,8,1
Aliyana,8,1
Alya,8,1
Anika,8,1
Anisa,8,1
Annelin,8,1
Annelot,8,1
Annelotte,8,1
Ayesha,8,1
Bahar,8,1
Bodil,8,1
Brechtje,8,1
Brooklyn,8,1
Cassidy,8,1
Catalina,8,1
Dalia,8,1
Danee,8,1
Dante,8,1
Dané,8,1
Davina,8,1
Debora,8,1
Dionne,8,1
Doutze,8,1
Elissa,8,1
Eliz,8,1
Elizan,8,1
Ellemieke,8,1
Els,8,1
Evangeline,8,1
Feija,8,1
Gabriëlla,8,1
Giuliana,8,1
Heavenly,8,1
Helin,8,1
Hennie,8,1
Ina,8,1
Indra,8,1
Irem,8,1
Ismay,8,1
Izabella,8,1
Jaelyn,8,1
Jailynn,8,1
Jalena,8,1
Janou,8,1
Jasmina,8,1
Jay-Lynn,8,1
Jaydee,8,1
Jaylie,8,1
Jazlynn,8,1
Jesmay,8,1
Jitte,8,1
Jolein,8,1
Jolene,8,1
Joosje,8,1
Jorien,8,1
Julianne,8,1
Karina,8,1
Katelynn,8,1
Kaylin,8,1
Kayra,8,1
Lamar,8,1
Lavinia,8,1
Lejla,8,1
Leonor,8,1
Lima,8,1
Lisse,8,1
Lizze,8,1
Logan,8,1
Lova,8,1
Maddy,8,1
Madelon,8,1
Maite,8,1
Manal,8,1
Margriet,8,1
Mariana,8,1
Marinde,8,1
Marinthe,8,1
Marloes,8,1
Marrigje,8,1
Marthe,8,1
Martine,8,1
Maylinn,8,1
Mea,8,1
Michaela,8,1
Mihrimah,8,1
Minou,8,1
Nelly,8,1
Nica,8,1
Nim,8,1
Nisanur,8,1
Noek,8,1
Noreen,8,1
Oumnia,8,1
Paula,8,1
Pepper,8,1
Raya,8,1
Rayhana,8,1
Rikki,8,1
Rinske,8,1
Roya,8,1
Safira,8,1
Salina,8,1
Seline,8,1
Sem,8,1
Sila,8,1
Silvie,8,1
Sonja,8,1
Soof,8,1
Souhaila,8,1
Sydney,8,1
Tesniem,8,1
Vaya,8,1
Vayenna,8,1
Viënne,8,1
Wilma,8,1
Yke,8,1
Yu,8,1
Ziggy,8,1
Aedan,7,0
Akif,7,0
Ami,7,0
Aren,7,0
Armando,7,0
Arnold,7,0
Artin,7,0
Bailey,7,0
Bernardus,7,0
Bertus,7,0
Bojan,7,0
Bowen,7,0
Brad,7,0
Brend,7,0
Cameron,7,0
Casey,7,0
Caspar,7,0
Caylen,7,0
Chiem,7,0
Constantijn,7,0
Cooper,7,0
Daniyal,7,0
Dawoed,7,0
Desmond,7,0
Destin,7,0
Devan,7,0
Didier,7,0
Diede,7,0
Djeno,7,0
Djesley,7,0
Eben,7,0
Eliyah,7,0
Emile,7,0
Feije,7,0
Ferdinand,7,0
Fouad,7,0
Guillaume,7,0
Hakan,7,0
Haytham,7,0
Hielke,7,0
Hussein,7,0
IJsbrand,7,0
Ivano,7,0
Iyad,7,0
Jahmairo,7,0
Jaron,7,0
Javier,7,0
Jayliano,7,0
Jaylon,7,0
Jayro,7,0
Jep,7,0
Jerome,7,0
Jerry,7,0
Jesaja,7,0
Jesiah,7,0
Jille,7,0
Jones,7,0
Jord,7,0
Jozef,7,0
Karan,7,0
Kars,7,0
Kilian,7,0
Kiyan,7,0
Koray,7,0
Kylian,7,0
Lion,7,0
Livay,7,0
Louie,7,0
Lucian,7,0
Mahmoud,7,0
Mans,7,0
Massimo,7,0
Mathieu,7,0
Matias,7,0
Mauro,7,0
Mehdi,7,0
Metehan,7,0
Michel,7,0
Mikolaj,7,0
Musab,7,0
Nawfal,7,0
Nero,7,0
Nilan,7,0
Noach,7,0
Omer,7,0
Orlando,7,0
Pep,7,0
Pepe,7,0
Pyke,7,0
Quintijn,7,0
Raúl,7,0
Rob,7,0
Roland,7,0
Royce,7,0
Rubin,7,0
Rudi,7,0
Sake,7,0
Salaheddine,7,0
Salvador,7,0
Santi,7,0
Semmy,7,0
Sev,7,0
Shay,7,0
Sieme,7,0
Soufyan,7,0
Soulayman,7,0
Stenn,7,0
Svenn,7,0
Sylvain,7,0
Sylvester,7,0
Taro,7,0
Taylor,7,0
Tibor,7,0
Travis,7,0
Trevor,7,0
Tymo,7,0
Tys,7,0
Warre,7,0
Wietse,7,0
Yaman,7,0
Yavi,7,0
Yavuz,7,0
Yesse,7,0
Yestin,7,0
Yvo,7,0
Aagje,7,1
Aartje,7,1
Abbey,7,1
Aileen,7,1
Albertha,7,1
Aleksandra,7,1
Alieke,7,1
Alix,7,1
Allison,7,1
Ameya,7,1
Angelica,7,1
Annelieke,7,1
Antoinette,7,1
Arianna,7,1
Arina,7,1
Asli,7,1
Açelya,7,1
Aïcha,7,1
Belinay,7,1
Berendina,7,1
Brynn,7,1
Camille,7,1
Carlijne,7,1
Cathaleya,7,1
Celia,7,1
Chaimae,7,1
Christel,7,1
Cynthia,7,1
Damla,7,1
Danni,7,1
Dena,7,1
Derin,7,1
Dieuwertje,7,1
Dilay,7,1
Dycke,7,1
Ebrar,7,1
Emely,7,1
Emke,7,1
Enora,7,1
Evi-Lynn,7,1
Fatmanur,7,1
Fauve,7,1
Faylin,7,1
Feliz,7,1
Francisca,7,1
Frederike,7,1
Gaby,7,1
Heintje,7,1
Helen,7,1
Hilda,7,1
Hiske,7,1
Hümeyra,7,1
Ieke,7,1
Imaan,7,1
Inaaya,7,1
Ishana,7,1
Jagoda,7,1
Jans,7,1
Jawhara,7,1
Jayley,7,1
Jaylina,7,1
Jaïra,7,1
Jelka,7,1
Juliana,7,1
Juline,7,1
Juwayriya,7,1
Kailey,7,1
Kaithlyn,7,1
Kaithlynn,7,1
Kiyara,7,1
Klaasje,7,1
Lamis,7,1
Latisha,7,1
Laureen,7,1
Lavin,7,1
Layana,7,1
Lieze,7,1
Linna,7,1
Lissa,7,1
Livana,7,1
Loa,7,1
Lone,7,1
Lorin,7,1
Lux,7,1
Lyana,7,1
Madée,7,1
Maia,7,1
Malika,7,1
Marcelina,7,1
Marlot,7,1
Marte,7,1
Meliha,7,1
Mylou,7,1
Nehir,7,1
Nela,7,1
Nevra,7,1
Nia,7,1
Nieke,7,1
Ninte,7,1
Noa-Lynn,7,1
Nouara,7,1
Nowi,7,1
Nur,7,1
Nuria,7,1
Odile,7,1
Pam,7,1
Patricia,7,1
Paulina,7,1
Phaedra,7,1
Phebe,7,1
Pheline,7,1
Pixie,7,1
Pola,7,1
Poppy,7,1
Priscilla,7,1
Raihana,7,1
Raven,7,1
Robynn,7,1
Roselyn,7,1
Rowan,7,1
Sama,7,1
Samara,7,1
Sera,7,1
Serenity,7,1
Sia,7,1
Siara,7,1
Steffi,7,1
Steffie,7,1
Stine,7,1
Sudenaz,7,1
Sura,7,1
Talya,7,1
Taylor,7,1
Thamar,7,1
Vajén,7,1
Vianne,7,1
Vicky,7,1
Wietske,7,1
Yasemin,7,1
Yasirah,7,1
Yulia,7,1
Zelda,7,1
Zora,7,1
Abdellah,6,0
Abdoulaye,6,0
Alen,6,0
Altan,6,0
Amaury,6,0
Amos,6,0
Andres,6,0
Angelino,6,0
Anıl,6,0
Arash,6,0
Arian,6,0
Aris,6,0
Arno,6,0
Artur,6,0
Berke,6,0
Biem,6,0
Borys,6,0
Bouke,6,0
Carl,6,0
Carlo,6,0
Charly,6,0
Clyde,6,0
Damiano,6,0
Damir,6,0
Damjan,6,0
Daoud,6,0
Daryl,6,0
Denver,6,0
Dick,6,0
Django,6,0
Djaro,6,0
Djayson,6,0
Djenairo,6,0
Djivano,6,0
Duuc,6,0
Dyani,6,0
Dyvano,6,0
Edgar,6,0
Eduardo,6,0
Efraïm,6,0
Egbert,6,0
Ekrem,6,0
Elim,6,0
Eloy,6,0
Emiliano,6,0
Erwin,6,0
Espen,6,0
Ewoud,6,0
Fabe,6,0
Fahd,6,0
Falco,6,0
Felipe,6,0
Fosse,6,0
Giorgio,6,0
Glen,6,0
Henrik,6,0
Hicham,6,0
Huibert,6,0
Ilkay,6,0
Imme,6,0
Isam,6,0
Ishaaq,6,0
Izaäk,6,0
Jaeden,6,0
Jannes,6,0
Jase,6,0
Jaydan,6,0
Jaylan,6,0
Jaël,6,0
Jaïro,6,0
Jef,6,0
Jelt,6,0
Jenson,6,0
Jetze,6,0
Jimme,6,0
Jiro,6,0
Jon,6,0
Jori,6,0
Jorian,6,0
Jorne,6,0
Justice,6,0
Juup,6,0
Kadir,6,0
Kaiden,6,0
Kailen,6,0
Karam,6,0
Karl,6,0
Kemal,6,0
Kendrick,6,0
Kingsley,6,0
Koert,6,0
Krystian,6,0
Ksawery,6,0
Lammert,6,0
Leen,6,0
Lemar,6,0
Lieven,6,0
Luay,6,0
Lucenzo,6,0
Maeson,6,0
Maksim,6,0
Marcello,6,0
Marien,6,0
Marin,6,0
Mattis,6,0
Maël,6,0
Mehmed,6,0
Merdan,6,0
Michał,6,0
Minck,6,0
Muhammet,6,0
Nash,6,0
Nikai,6,0
Noek,6,0
Nour,6,0
Nouri,6,0
Omid,6,0
Onne,6,0
Oualid,6,0
Pax,6,0
Pharrell,6,0
Pierre,6,0
Pijke,6,0
Pip,6,0
Pjotr,6,0
Prince,6,0
Ramazan,6,0
Reindert,6,0
Renz,6,0
Renze,6,0
Ricky,6,0
Riv,6,0
Robbie,6,0
Rolf,6,0
Ronald,6,0
Ronan,6,0
Rudra,6,0
Saad,6,0
Sammie,6,0
Sebastián,6,0
Seyed,6,0
Seyyid,6,0
Shayan,6,0
Sipke,6,0
Sjuul,6,0
Stefanus,6,0
Syed,6,0
Sylvian,6,0
Thygo,6,0
Tibo,6,0
Timotheüs,6,0
Tobe,6,0
Tyrell,6,0
Valentin,6,0
Vesper,6,0
Vik,6,0
Waldemar,6,0
Waïl,6,0
Wilco,6,0
Wytse,6,0
Xabi,6,0
Yanick,6,0
Yaniek,6,0
Yarno,6,0
Yeshua,6,0
Yousuf,6,0
Yu,6,0
Zino,6,0
Adrina,6,1
Agnes,6,1
Aida,6,1
Aivy,6,1
Alaa,6,1
Aleena,6,1
Alena,6,1
Alessandra,6,1
Alex,6,1
Amaanah,6,1
Amany,6,1
Ameerah,6,1
Angeline,6,1
Angelique,6,1
Anique,6,1
Anke,6,1
Anne-Roos,6,1
Annebel,6,1
Annemarijn,6,1
Annemieke,6,1
Annigje,6,1
Aria,6,1
Ashanti,6,1
Asma,6,1
Ayleen,6,1
Bailey,6,1
Baukje,6,1
Beertje,6,1
Blanka,6,1
Bobby,6,1
Carla,6,1
Caro,6,1
Cecile,6,1
Ceren,6,1
Chalina,6,1
Charly,6,1
Chaya,6,1
Chaymae,6,1
Ciara,6,1
Coosje,6,1
Daan,6,1
Dafne,6,1
Dakota,6,1
Dayenna,6,1
Dieuwke,6,1
Dilana,6,1
Dinthe,6,1
Divya,6,1
Djailey,6,1
Djalina,6,1
Djesmay,6,1
Ebru,6,1
Eileen,6,1
