,address,area,bedrooms,city,postal_code,posting_date,price,property_type,rooms,sale_date,url,year_built
154,Admiraal De Ruijterweg 409 III,,,,1055 MD,14-6-2016,,apartment,,23-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49888139-admiraal-de-ruijterweg-409-iii/,
155,Curaçaostraat 81 -III,,,,1058 BP,18-5-2016,,apartment,,25-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49746802-curacaostraat-81-iii/,
156,Esmoreitstraat 17 II,,,,1055 BZ,21-5-2016,,apartment,,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85106072-esmoreitstraat-17-ii/,
157,Burgemeester Tellegenstraat 13 HS,,,,1073 KA,21-6-2016,,apartment,,11-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49896208-burgemeester-tellegenstraat-13-hs/,
158,Hoofdweg 885 +PP,,,,1055 SC,13-5-2016,,apartment,,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49732468-hoofdweg-885-pp/,
159,Hertspieghelweg 86 HS,,,,1055 KT,13-5-2016,,apartment,,4-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49733893-hertspieghelweg-86-hs/,
160,Welnastraat 275,,,,1096 GJ,7-5-2016,,apartment,,27-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49724602-welnastraat-275/,
161,Tweede Boerhaavestraat 62 IV,,,,1091 AP,8-6-2016,,apartment,,22-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49872679-tweede-boerhaavestraat-62-iv/,
162,Brederodestraat 124 -1,,,,1054 VH,14-5-2016,,apartment,,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49734603-brederodestraat-124-1/,
163,Admiraal De Ruijterweg 417 I,,,,1055 ME,14-6-2016,,apartment,,23-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49889476-admiraal-de-ruijterweg-417-i/,
164,Magalhaensplein 14 B,,,,1057 VG,2-6-2016,,apartment,,12-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49875171-magalhaensplein-14-b/,
165,Kleine Beerstraat 2,,,,1033 CR,11-6-2016,,house,,23-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49887053-kleine-beerstraat-2/,
166,Tweede Jan van der Heijdenstraat 20 II,,,,1073 VJ,23-5-2016,,apartment,,29-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49743674-tweede-jan-van-der-heijdenstraat-20-ii/,
167,Govert Flinckstraat 192 1,,,,1073 CB,8-6-2016,,apartment,,21-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49872958-govert-flinckstraat-192-1/,
168,Bertrand Russellstraat 46,,,,1097 HL,20-5-2016,,apartment,,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748362-bertrand-russellstraat-46/,
169,Deltastraat 10 -boven,,,,1078 PC,24-5-2016,,apartment,,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49742783-deltastraat-10-boven/,
170,Kruisbessenstraat 17,,,,1033 LV,25-6-2016,,house,,13-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49893211-kruisbessenstraat-17/,
171,Slotermeerlaan 47,,,,1064 GZ,21-4-2016,,apartment,,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49719089-slotermeerlaan-47/,
172,Derkinderenstraat 194,,,,1061 VX,17-5-2016,,apartment,,1-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49734087-derkinderenstraat-194/,
173,Zwanebloemlaan 53,,,,1087 EP,13-4-2016,,house,,31-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49701975-zwanebloemlaan-53/,
174,Botterstraat 10,,,,1034 BS,21-5-2016,,apartment,,8-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49741919-botterstraat-10/,
175,Admiralengracht 168 1,,,,1057 GH,25-6-2016,,apartment,,8-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49893829-admiralengracht-168-1/,
176,Coppelstockstraat 39 Hs,,,,1056 XL,18-5-2016,,apartment,,4-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49746389-coppelstockstraat-39-hs/,
177,Admiraal De Ruijterweg 513 II,,,,1055 MJ,28-4-2016,,apartment,,26-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49727268-admiraal-de-ruijterweg-513-ii/,
178,Iwan Kantemanplein 8,,,,1060 RM,24-5-2016,,house,,1-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49743175-iwan-kantemanplein-8/,
179,Valeriusstraat 108 II&III,,,,1075 GC,20-5-2016,,apartment,,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49749201-valeriusstraat-108-ii-en-iii/,
180,Borgerstraat 212 II,,,,1053 RE,12-5-2016,,apartment,,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49730922-borgerstraat-212-ii/,
181,Annabellaweg 31,,,,1036 KR,31-3-2016,,house,,18-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49797779-annabellaweg-31/,
182,Zwanebloemlaan 238,,,,1087 GD,10-6-2016,,house,,8-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49873620-zwanebloemlaan-238/,
183,Klaroenstraat 10,,,,1104 HW,19-4-2015,,apartment,,8-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49455063-klaroenstraat-10/,
184,Juliana van Stolbergstraat 32 hs,,,,1055 RN,6-6-2016,,apartment,,21-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49879091-juliana-van-stolbergstraat-32-hs/,
185,Staringstraat 16,,,,1054 VP,21-5-2016,,apartment,,26-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85105799-staringstraat-16/,
186,Welnastraat 267,,,,1096 GJ,16-4-2016,,apartment,,15-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49715445-welnastraat-267/,
187,Rudolf Agricolastraat 21,,,,1064 NL,19-4-2016,,house,,1-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49717223-rudolf-agricolastraat-21/,
188,Van Ostadestraat 24 hs,,,,1072 SX,16-6-2016,,apartment,,11-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49874858-van-ostadestraat-24-hs/,
189,Bosboom Toussaintstraat 14 III-IV.,,,,1054 AR,21-5-2016,,apartment,,16-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49742550-bosboom-toussaintstraat-14-iii-iv/,
190,Kastanjeweg 4 I,,,,1092 CE,19-4-2016,,apartment,,8-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49718716-kastanjeweg-4-i/,
191,Agamemnonstraat 11 -1,,,,1076 LN,28-5-2016,,apartment,,14-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49869109-agamemnonstraat-11-1/,
192,Keizersgracht 434 3,,,,1016 GD,10-6-2016,,apartment,,23-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85249656-keizersgracht-434-3/,
193,Sinjeur Semeynsstraat 64 -3,,,,1061 GL,22-6-2016,,apartment,,14-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49898093-sinjeur-semeynsstraat-64-3/,
194,Moerdijkstraat 47 1,,,,1079 XM,22-6-2016,,apartment,,5-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49880733-moerdijkstraat-47-1/,
195,Ben van Meerendonkstraat 49,,,,1087 LB,21-5-2016,,apartment,,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49742656-ben-van-meerendonkstraat-49/,
196,Joan Melchior Kemperstraat 42 III,,,,1051 TS,6-4-2016,,apartment,,15-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49793102-joan-melchior-kemperstraat-42-iii/,
197,Rijswijkstraat 111,,,,1062 ES,12-4-2016,,apartment,,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85164058-rijswijkstraat-111/,
198,'s-Gravendijkdreef 267,,,,1104 DN,24-11-2015,,apartment,,30-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49662538-s-gravendijkdreef-267/,
199,Jacob Catskade 10 I,,,,1052 BW,12-5-2016,,apartment,,31-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49731853-jacob-catskade-10-i/,
200,Houtmanstraat 2 -C,,,,1013 MN,18-6-2016,,apartment,,15-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49896482-houtmanstraat-2-c/,
201,Ceintuurbaan 234 -III,,,,1072 GE,26-6-2016,,apartment,,5-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49893098-ceintuurbaan-234-iii/,
202,Bouwnummer 1 (Bouwnr. 1),,,,1087 HC,16-7-2016,,house,,15-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49825303-bouwnummer-1-bouwnr-1/,
203,Veerstraat 64 huis,,,,1075 SX,2-6-2016,,apartment,,15-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49875019-veerstraat-64-huis/,
204,P. Hans Frankfurthersingel 182,,,,1060 TN,31-3-2016,,house,,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49798833-p-hans-frankfurthersingel-182/,
205,Nova Zemblastraat 229,,,,1013 RJ,21-5-2016,,apartment,,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49749537-nova-zemblastraat-229/,
206,Lampongstraat 4 2,,,,1094 AT,30-4-2016,,apartment,,30-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49720867-lampongstraat-4-2/,
207,Kinkerstraat 51 A1,,,,1053 DE,22-4-2016,,apartment,,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49710975-kinkerstraat-51-a1/,
208,Brederodestraat 101 hs,,,,1054 VD,19-5-2016,,apartment,,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748897-brederodestraat-101-hs/,
209,Abbenesstraat 20 I,,,,1059 TE,28-6-2016,,apartment,,15-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49805827-abbenesstraat-20-i/,
210,Staringstraat 9 K,,,,1054 VM,18-4-2016,,apartment,,12-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49715627-staringstraat-9-k/,
211,Tweede Hugo de Grootstraat 72 III,,,,1052 LH,13-5-2016,,apartment,,27-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49732143-tweede-hugo-de-grootstraat-72-iii/,
212,Dostojevskisingel 153,,,,1102 XL,9-7-2015,,apartment,,14-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49430942-dostojevskisingel-153/,
213,Ladogameerhof 182,,,,1060 RE,19-5-2016,,apartment,,8-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748800-ladogameerhof-182/,
214,Cannenburg 72,,,,1081 HC,10-5-2016,,house,,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49737323-cannenburg-72/,
215,Geervliet 107,,,,1082 NM,21-5-2016,,apartment,,14-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49749237-geervliet-107/,
216,Admiraal De Ruijterweg 453 IV,,,,1055 MG,26-5-2016,,apartment,,13-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49867751-admiraal-de-ruijterweg-453-iv/,
217,Andijkstraat 13,,,,1023 VW,4-5-2016,,house,,31-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49722227-andijkstraat-13/,
218,Hofgeest 23,,,,1102 EA,14-5-2016,,apartment,,13-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49745532-hofgeest-23/,
219,Wamelplein 86,,,,1106 DR,23-3-2016,,apartment,,11-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49787939-wamelplein-86/,
220,Eva Besnyöstraat 47,,,,1087 KR,2-7-2016,,apartment,,12-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49809129-eva-besnyostraat-47/,
221,Schiermonnikoogstraat 12,,,,1025 RD,29-4-2016,,house,,25-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49728710-schiermonnikoogstraat-12/,
222,Cornelis Zillesenlaan 98,,,,1086 ZK,11-5-2016,,house,,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49738115-cornelis-zillesenlaan-98/,
223,Valeriusstraat 69 huis,,,,1071 ME,28-6-2016,,apartment,,12-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49805988-valeriusstraat-69-huis/,
224,Geelbekstraat 1,,,,1102 SM,25-6-2016,,apartment,,12-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49892174-geelbekstraat-1/,
225,Eva Besnyöstraat 437,,,,1087 LG,29-4-2016,,apartment,,13-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49728346-eva-besnyostraat-437/,
226,Ruysdaelkade 265 B,,,,1072 AZ,24-6-2016,,apartment,,12-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49890511-ruysdaelkade-265-b/,
227,Van Boshuizenstraat 183,,,,1083 AV,28-5-2016,,apartment,,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49868177-van-boshuizenstraat-183/,
228,Van Gentstraat 39 I,,,,1055 PC,19-3-2016,,apartment,,18-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49774706-van-gentstraat-39-i/,
229,Cabralstraat 19 hs,,,,1057 CD,21-5-2016,,apartment,,18-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49742124-cabralstraat-19-hs/,
230,Cannenburg 94,,,,1081 HD,16-4-2016,,house,,11-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49715620-cannenburg-94/,
231,Baetostraat 13 2,,,,1055 ER,30-4-2016,,apartment,,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49720746-baetostraat-13-2/,
232,Vierwindenstraat 11,,,,1013 LA,25-6-2016,,apartment,,18-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49893174-vierwindenstraat-11/,
233,Hof van Versailles 56,,,,1064 NZ,22-4-2016,,house,,26-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49712477-hof-van-versailles-56/,
234,Elisabeth Wolffstraat 61 hs,,,,1053 TS,15-1-2016,,apartment,,1-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49616206-elisabeth-wolffstraat-61-hs/,
235,Jacob van Lennepstraat 243 A,,,,1053 JD,21-5-2016,,apartment,,24-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49737538-jacob-van-lennepstraat-243-a/,
236,Nicolaas Witsenkade 27 B,,,,1017 ZT,15-5-2016,,apartment,,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49745522-nicolaas-witsenkade-27-b/,
237,Hobbemakade 76 2,,,,1071 XN,18-3-2016,,apartment,,6-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49773408-hobbemakade-76-2/,
238,Funenpark 197,,,,1018 AK,28-11-2015,,apartment,,29-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49677205-funenpark-197/,
239,Zeeburgerdijk 349,,,,1095 AD,9-6-2016,,apartment,,8-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49874422-zeeburgerdijk-349/,
240,Geuzenstraat 25 HS,,,,1056 KA,30-4-2016,,apartment,,20-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49720991-geuzenstraat-25-hs/,
241,Hoofdweg 339 -H,,,,1056 CN,28-5-2016,,apartment,,23-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49869222-hoofdweg-339-h/,
242,Zwaagstraat 29,,,,1023 AP,19-5-2016,,house,,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49748402-zwaagstraat-29/,
243,Herculesstraat 38 A,,,,1076 SN,1-7-2016,,apartment,,15-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49892420-herculesstraat-38-a/,
244,Merlijnstraat 11 III,,,,1055 DD,30-6-2016,,apartment,,14-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49807822-merlijnstraat-11-iii/,
245,Tweede Helmersstraat 51 III,,,,1054 CD,4-6-2016,,apartment,,20-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49879559-tweede-helmersstraat-51-iii/,
246,Admiraal De Ruijterweg 477 HUIS,,,,1055 MH,2-4-2016,,apartment,,14-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49790994-admiraal-de-ruijterweg-477-huis/,
247,Johan Huizingalaan 260 I,,,,1065 JM,31-5-2016,,apartment,,17-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49862827-johan-huizingalaan-260-i/,
248,Wolbrantskerkweg 199 C + PP,,,,1069 CL,18-6-2016,,apartment,,13-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49883985-wolbrantskerkweg-199-c-pp/,
249,Eerste Nassaustraat 34 2v,,,,1052 BH,2-3-2016,,apartment,,24-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49753272-eerste-nassaustraat-34-2v/,
250,Wierdestraat 30,,,,1069 VW,10-5-2016,,house,,20-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49736212-wierdestraat-30/,
251,Hendrik de Bruynstraat 5 -2,,,,1065 EB,7-5-2016,,apartment,,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49735154-hendrik-de-bruynstraat-5-2/,
252,Nickeriestraat 35 I/III,,,,1058 VV,16-4-2016,,apartment,,4-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49715454-nickeriestraat-35-i-iii/,
253,Hugo de Grootkade 46 0,,,,1052 LV,11-6-2016,,apartment,,22-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49887991-hugo-de-grootkade-46-0/,
254,Reitdiepstraat 8 III,,,,1079 MA,3-7-2016,,apartment,,13-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49801680-reitdiepstraat-8-iii/,
255,Agatha Dekenstraat 48 -I,,,,1053 AR,20-4-2016,,apartment,,11-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49719192-agatha-dekenstraat-48-i/,
256,Noordzijde 87,,,,1064 MB,2-5-2016,,apartment,,18-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49711298-noordzijde-87/,
257,Lumeijstraat 22 -I,,,,1056 VX,30-6-2016,,apartment,,15-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49806870-lumeijstraat-22-i/,
258,Panamalaan 16,,,,1019 AZ,10-5-2016,,apartment,,6-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49737665-panamalaan-16/,
259,Polanenstraat 228,,,,1013 WD,19-5-2016,,apartment,,8-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748008-polanenstraat-228/,
260,Van Hilligaertstraat 240,,,,1072 PM,12-5-2016,,apartment,,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49730672-van-hilligaertstraat-240/,
261,Van Boshuizenstraat 199,,,,1083 AV,30-4-2016,,apartment,,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49720989-van-boshuizenstraat-199/,
262,Sterappelstraat 5,,,,1036 LE,22-4-2016,,house,,18-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49712834-sterappelstraat-5/,
263,Bouwnummer 49 (Bouwnr. 49),,,,1013 AK,29-4-2016,,house,,23-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49728280-bouwnummer-49-bouwnr-49/,
264,Nachtwachtlaan 103,,,,1058 EC,1-6-2016,,apartment,,1-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49863229-nachtwachtlaan-103/,
265,Andersensingel 168,,,,1102 VS,5-5-2016,,apartment,,30-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49724528-andersensingel-168/,
266,Valutaboulevard 23,,,,1060 RX,2-2-2016,,house,,6-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49635921-valutaboulevard-23/,
267,Bouwnummer 51 (Bouwnr. 51),,,,1013 AK,29-4-2016,,house,,27-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49728293-bouwnummer-51-bouwnr-51/,
268,Jekerstraat 36 I,,,,1078 MD,14-1-2016,,apartment,,26-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49615338-jekerstraat-36-i/,
269,Burgemeester Cramergracht 45,,,,1064 AE,2-6-2016,,apartment,,30-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49864165-burgemeester-cramergracht-45/,
270,Iepenplein 98 B,,,,1091 JR,9-4-2016,,apartment,,25-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49707907-iepenplein-98-b/,
271,Eerste Helmersstraat 114 II,,,,1054 EH,4-6-2016,,apartment,,29-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49879726-eerste-helmersstraat-114-ii/,
272,Van Linschotenstraat 51,,,,1013 PL,23-6-2016,,apartment,,6-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85254073-van-linschotenstraat-51/,
273,Hogeweg 84 II,,,,1098 CH,7-5-2016,,apartment,,27-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49735193-hogeweg-84-ii/,
274,Bertrand Russellstraat 170,,,,1097 HM,6-4-2016,,apartment,,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49793010-bertrand-russellstraat-170/,
275,Watertorenplein 2 F,,,,1051 PA,15-4-2016,,apartment,,23-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49704600-watertorenplein-2-f/,
276,Jacob van Lennepkade 56 hs,,,,1053 ML,5-5-2016,,apartment,,20-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49722120-jacob-van-lennepkade-56-hs/,
277,Trouringhstraat 30 III,,,,1055 HB,3-6-2016,,apartment,,30-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49877569-trouringhstraat-30-iii/,
278,Von Zesenstraat 190,,,,1093 BJ,20-5-2016,,apartment,,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49749671-von-zesenstraat-190/,
279,Apollolaan 11,,,,1077 AA,16-6-2016,,house,,29-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49880942-apollolaan-11/,
280,Nassaukade 340 F,,,,1053 LW,10-5-2016,,apartment,,30-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49737571-nassaukade-340-f/,
281,Eikenweg 10,,,,1092 CA,4-6-2016,,apartment,,23-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49879894-eikenweg-10/,
282,Spaarndammerstraat 83 -1,,,,1013 TB,15-6-2016,,apartment,,4-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49880058-spaarndammerstraat-83-1/,
283,Van Hogendorpstraat 84 III,,,,1051 BT,14-5-2016,,apartment,,5-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85198375-van-hogendorpstraat-84-iii/,
284,Rustenburgerstraat 371 III-V,,,,1072 GT,30-3-2016,,apartment,,14-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49796108-rustenburgerstraat-371-iii-v/,
285,Bouwnummer 46 (Bouwnr. 46),,,,1013 AK,29-4-2016,,house,,1-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49728281-bouwnummer-46-bouwnr-46/,
286,Elpermeer 84,,,,1025 AK,9-4-2016,,apartment,,18-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49708518-elpermeer-84/,
287,Willem Frederik Hermansstraat 107,,,,1011 DG,28-11-2015,,apartment,,21-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49678583-willem-frederik-hermansstraat-107/,
288,Lijnbaansgracht 54 HS,,,,1015 GR,6-6-2016,,apartment,,28-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49876103-lijnbaansgracht-54-hs/,
289,Finsenstraat 3 1,,,,1098 RD,10-6-2016,,apartment,,28-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49885736-finsenstraat-3-1/,
290,Soesterberghof 35,,,,1107 GN,9-6-2016,,apartment,,23-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49873428-soesterberghof-35/,
291,Empangeni 29,,,,1103 AS,13-7-2013,,house,,20-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-48858082-empangeni-29/,
